date,HML,SMB,RMW,CMA,MKT-RF
2024-06-26,0.0006936776356822404,0.004539785388801066,-0.008382999649787093,0.013903929563742217,-0.0034959713593374344
2024-06-27,-0.0006298014524663571,0.006909576454951824,-0.0065238637837241546,-0.010126887595334097,0.0019094189338485848
2024-06-28,0.014333171126544988,0.011602392873870994,-0.008516252215711775,0.0005788979218874603,-0.0023976937717892243
2024-07-01,-0.007871151935254039,-0.013737698069714732,0.009867637638693354,-0.001526178252926219,0.0029638326056910837
2024-07-02,-0.002311176882211441,-0.005200714364712958,0.003004007402154451,-0.007228360004358837,0.006398079898388159
2024-07-03,-0.008718568906683532,-0.002864357865046891,0.0011253212510914023,0.008288366706827267,0.005399950006548281
2024-07-05,-0.017011518456333464,-0.008637449424585998,0.005183543320193894,-0.008908809630770995,0.004063857262829438
2024-07-08,-0.0003549932475291004,0.005296000560993325,-0.0010389423536839603,0.008326124761985897,0.0011961994324088119
2024-07-09,0.004721123800353248,-0.0038878596884902986,-0.0008573774099624018,0.006541512574782119,0.00022720719284641516
2024-07-10,-0.0028759392822677995,-0.00027325759305339936,0.0026743788094919702,0.00602283111499867,0.009397432361653855
2024-07-11,0.02809208714373017,0.04648522106074413,-0.01891715690238564,-0.0028030192363589514,-0.00538258700310853
2024-07-12,-0.005984586576191399,0.00817764779172913,-0.003835977917611331,0.003008160189246383,0.006046588450072724
2024-07-15,0.0547346556825306,0.044878451739318544,-0.0767557948674569,-0.09589433638767803,-0.027521728938797608
2024-07-16,0.014732927531995938,0.029458285906322546,-0.01076490541033653,-0.0022731925801482405,0.0089169182703653
2024-07-17,0.029720695130717813,0.007730276966450057,0.0012858335070607698,-0.004752592362777568,-0.015255483275402073
2024-07-18,-0.005264199019624121,-0.013281904831230637,0.006321596517895684,0.005792560736413785,-0.008414404489333671
2024-07-19,0.00161245114710215,-0.000240616251903517,-0.002919945415997489,-0.0044056155145658065,-0.006568145835037345
2024-07-22,-0.013686114725315895,0.004635232537043809,-0.0008316685888026322,0.001566923422094962,0.010974903413024279
2024-07-23,-0.0030938752351409187,0.012723658999496835,-0.0015845087589464685,-0.0015289896949715466,-0.000411998625421552
2024-07-24,0.030924207816288848,0.004653025195969675,-0.002041691802227726,0.005097850476750095,-0.024999577462607517
2024-07-25,0.010074858701942847,0.01646706826665843,-0.01249075600220628,0.0031867402890084387,-0.0021876055633644757
2024-07-26,0.0009874987251469094,0.006198277593314481,-0.002069491140000572,-0.003264425651019901,0.011456559833203386
2024-07-29,-0.0028910773749260166,-0.012684250183417326,0.00427475396754991,-0.006877977123545715,-0.0005162199015965946
2024-07-30,0.024080450096169003,0.003949378119788304,-0.0025740492826918523,-0.01078276015812404,-0.006550633133687738
2024-07-31,-0.026895172844677153,-0.011690692451827456,0.003642233276060301,0.019651863334163775,0.01739116801995603
2024-08-01,0.0007427002565957904,-0.014741958554028585,0.010498968118800085,-0.012466202728130878,-0.01701243294276658
2024-08-02,-0.00843660141916092,-0.014669263233946381,0.016356010378919053,0.018632626906668694,-0.022493183622675213
2024-08-05,0.00750544715525773,-0.004118747528975849,-0.003266407745432711,-0.005167561840486087,-0.030627124127938367
2024-08-06,-0.0025123684824624867,0.0012885904439971963,-0.0030597091063425527,-0.0027564392547794053,0.011079235748467031
2024-08-07,0.009148415873893034,-0.003712286534044322,0.0017522674532421904,-0.004765692974277709,-0.00938845713331721
2024-08-08,-0.013895366628446091,0.004803149977856532,0.017197421856097534,0.011169081776239894,0.02195752445242996
2024-08-09,-0.004478369748377605,-0.007113843802032599,0.004303434822808791,-0.0037245113692793053,0.0045599641315095234
2024-08-12,-0.006969402443138597,-0.009374303776691408,0.00345564797028982,0.009656549358651201,-0.00029295150863887137
2024-08-13,-0.013957172517590157,0.0016803817083212691,-0.0027253879893286742,0.0067071489063271796,0.017390224226515243
2024-08-14,0.0005217691328239708,-0.010197882016256727,0.003177625826831821,0.004725209545482996,0.0034823248586986284
2024-08-15,-0.012542237036766973,0.008969839863818798,-0.0003689848952031869,0.0020651457591520862,0.01872947954598218
2024-08-16,0.006131436261579849,0.002505477738496192,-0.0055496648082113235,0.007415654061227215,0.0021969824676887333
2024-08-19,-0.0027026755149509776,0.004400957802312752,-0.00827561728993617,0.003895402516902422,0.00986099365865316
2024-08-20,-0.007383749397651419,-0.008850693568349747,0.008454031554652713,-0.004933861934377849,-0.003261607983022365
2024-08-21,-0.004242637787279329,0.009019666500679356,-0.004081356820206226,0.000615970472595283,0.005771815096060443
2024-08-22,0.015384195687442084,-0.0014982052132062832,0.0024358466026118087,0.0009004329112670109,-0.01014047084000615
2024-08-23,0.0027900797612056723,0.020662133598298053,-0.007816364653867496,0.0064652626868663115,0.013599279913423887
2024-08-26,0.008046671212829228,0.004602303715283346,0.0007709689463882398,0.00046937256297019576,-0.0035371581016539976
2024-08-27,-0.004776335314308617,-0.00921042975474609,0.0032543265495622764,0.0065099662298516,0.00010599205670295301
2024-08-28,0.010009317971715581,-0.0016427359925477048,0.003194859228268225,-0.0013049998598393933,-0.006872576063537608
2024-08-29,0.00507240448214889,0.007068757095546542,-0.002525322030877724,-0.012689651881292669,0.0009133574474692031
2024-08-30,-0.0037618795679391468,-0.00546840892265371,-0.0013983898763167022,-0.00430153187732182,0.010152747634462129
2024-09-03,0.016466746272870602,-0.008152081421104657,0.0070280737486841825,-0.01572878608168441,-0.023981211354886657
2024-09-04,-0.0015833008613222101,0.0007774693237926212,-0.0012193858926834817,-0.0036210449637438472,-0.0021713358723313646
2024-09-05,-0.006620371496860911,-0.003093865229466289,-0.000909614761815858,-0.00045618853642904176,-0.001561991643584543
2024-09-06,0.004826424755141887,-0.0008685631138931878,0.002514665798582182,0.0013880047550821626,-0.01924931438712793
2024-09-09,-0.0036147821627402887,-0.009054198994033629,-0.0073005755272922395,0.003400533393349637,0.012173975444505668
2024-09-10,-0.022400712986935023,-0.0044336295532297135,0.006099486373842893,-0.0035726014217034494,0.004783825216645532
2024-09-11,-0.019937768585574223,-0.007645144818686308,0.002337717457308657,0.008232961830476641,0.011960759692808149
2024-09-12,-0.002161296815021924,0.005881452288651408,-0.002655943659398875,-0.001583650139778252,0.0063399869421816865
2024-09-13,0.003586482320319346,0.01944356484858744,-0.006253777763077155,0.0010939965349782426,0.007322766362212512
2024-09-16,0.012195379141145515,0.0007874215104215646,-0.004228581056847905,-0.0096557041703614,0.0014410715392506592
2024-09-17,0.005670221054294378,0.009544281806394501,-0.0021583882299450376,-0.0028369846663678067,0.00015235807234623586
2024-09-18,0.0032777977243979095,0.002548552402455071,0.000587594454993877,0.0008690506291988323,-0.002436027580626402
2024-09-19,-0.009068912712314827,0.002755482945018036,-0.0022382520049106774,0.0015162296513730087,0.01906760993197945
2024-09-20,0.0002740470083640928,-0.007942983509448203,-0.0007770471854926012,-0.000660147458448143,-0.0025316655904178663
2024-09-23,-0.002520889202344132,-0.008512672764562154,0.0003174421281559902,-0.00289288820784312,0.0028963943600527203
2024-09-24,-0.006817091602629159,-0.0001858606993427671,-0.002596043899522861,0.01050522536651823,0.0029229375358461747
2024-09-25,-0.008717449471077556,-0.00996882897996071,0.003481151459071112,0.003157689677725658,-0.0024925464872789906
2024-09-26,0.004404183184977684,0.00438206220793108,-0.005729277947854867,0.005479784718100687,0.0038218011701551475
